team,off,def,tempo,luck
Gonzaga,117.3,88.0,76.2,0.083
Baylor,115.9,87.2,70.3,0.012
Villanova,114.2,89.3,67.5,0.012
Texas,109.6,85.5,69.7,0.165
Kansas,109.9,86.2,74.0,0.064
Duke,110.9,87.3,74.5,-0.072
Wisconsin,109.6,86.2,68.2,0.045
West Virginia,110.3,87.2,72.6,-0.036
Texas Tech,108.4,85.6,70.8,-0.095
Michigan St.,111.1,88.7,73.3,0.026
Houston,110.5,88.7,69.5,0.122
Iowa,115.6,93.9,73.5,0.0
Ohio St.,109.5,87.9,69.6,0.037
Virginia,106.5,85.2,63.8,-0.187
North Carolina,108.7,87.7,72.8,-0.065
Creighton,112.2,91.3,71.9,0.029
Indiana,107.9,87.7,71.1,0.069
Florida St.,108.5,88.3,73.4,0.0
Tennessee,108.6,88.7,70.3,0.0
Kentucky,107.5,87.6,72.1,-0.285
Virginia Tech,109.6,89.7,69.2,0.007
Louisville,109.3,89.4,69.8,0.084
Michigan,110.5,90.9,72.6,0.003
Illinois,109.8,90.6,72.1,-0.005
Purdue,110.3,91.2,70.5,-0.052
Oregon,109.9,91.1,70.2,0.0
Clemson,106.1,87.4,70.1,0.099
Arizona St.,111.5,93.0,76.2,0.017
Oklahoma St.,107.0,88.5,72.8,0.067
Florida,108.3,89.9,70.7,0.0
Rutgers,106.0,87.6,72.7,0.0
Oklahoma,108.1,90.1,73.5,0.0
San Diego St.,107.6,89.8,69.2,0.0
Marquette,106.6,88.9,74.4,-0.119
Stanford,104.7,87.1,72.8,-0.129
Minnesota,107.2,89.9,74.4,0.098
Maryland,109.5,92.3,69.5,0.001
LSU,114.1,96.9,71.0,-0.094
UCLA,109.2,92.4,67.9,0.123
Saint Louis,107.1,90.5,70.3,0.183
Arizona,105.7,89.1,72.5,0.0
Mississippi,105.6,89.2,71.4,0.0
N.C. State,108.3,91.8,72.5,0.0
Miami FL,107.2,90.9,72.7,0.0
USC,107.0,90.8,71.2,0.047
Missouri,107.5,91.4,71.5,0.089
Syracuse,107.3,91.1,73.5,0.0
Memphis,104.1,88.0,75.0,-0.143
Alabama,108.3,92.2,76.5,0.048
Colorado,107.1,91.2,71.2,0.0
Arkansas,106.9,91.3,72.4,0.147
Richmond,107.4,91.8,74.0,0.001
Connecticut,108.2,92.6,70.9,0.013
Loyola Chicago,105.4,89.9,69.4,0.0
SMU,109.0,93.7,72.4,0.0
Utah,107.3,92.3,70.6,0.0
TCU,103.0,88.3,67.6,0.164
Seton Hall,106.6,92.2,71.5,-0.223
Cincinnati,104.2,90.0,71.2,0.0
Dayton,108.4,94.2,69.7,0.0
Penn St.,106.3,92.6,73.4,0.171
Butler,105.7,92.3,68.3,0.0
Xavier,105.9,92.9,70.7,0.209
Providence,106.0,93.5,69.1,-0.005
Northwestern,104.6,92.3,71.0,0.0
South Carolina,104.2,92.2,74.5,0.074
Saint Mary's,103.5,91.5,67.7,0.116
VCU,101.9,90.3,72.4,-0.098
Texas A&M,102.0,90.5,70.9,0.128
