team,off,def,tempo,luck
Gonzaga,118.0,88.8,75.7,0.083
Baylor,116.5,87.4,69.7,0.003
Villanova,116.5,90.6,65.8,0.049
Iowa,119.1,94.6,74.2,0.01
Wisconsin,110.7,87.3,67.6,-0.03
Texas,109.6,86.4,69.7,0.021
West Virginia,110.4,87.5,70.7,-0.032
Kansas,109.4,86.7,72.2,0.167
Tennessee,108.8,86.3,68.3,0.104
Texas Tech,107.3,84.8,67.2,-0.099
Illinois,112.0,90.0,73.6,-0.043
Duke,111.2,89.2,71.1,-0.027
Houston,111.6,89.7,69.0,0.124
Creighton,115.6,94.2,72.0,-0.136
Florida St.,110.2,88.8,70.8,0.096
Michigan,112.2,91.1,70.1,0.024
Indiana,108.3,87.6,69.9,-0.051
Virginia,107.0,86.4,62.1,-0.088
Rutgers,108.1,87.7,71.2,0.001
Michigan St.,111.9,91.5,74.2,0.016
Clemson,105.9,85.9,69.0,0.014
Louisville,109.9,90.0,69.1,0.084
Oregon,110.8,91.1,70.7,0.019
Ohio St.,110.9,91.3,68.2,0.043
Florida,109.5,89.9,72.1,0.017
North Carolina,108.6,89.6,72.4,-0.023
UCLA,110.9,91.9,67.4,0.062
Saint Louis,109.3,90.5,70.0,0.085
LSU,114.6,96.2,71.6,-0.056
Syracuse,108.0,89.6,72.8,0.039
Purdue,109.1,90.7,69.4,0.002
Colorado,106.9,89.2,70.2,-0.065
Arkansas,108.2,90.5,72.5,0.055
Stanford,105.5,87.9,71.6,-0.061
Missouri,109.3,91.9,70.2,0.09
Oklahoma,111.5,94.2,72.1,0.099
USC,108.5,91.1,69.6,-0.054
Mississippi,105.2,87.8,69.7,0.008
San Diego St.,107.6,90.6,67.4,0.042
Kentucky,106.5,89.6,70.8,-0.318
Virginia Tech,108.3,91.5,67.1,0.188
Marquette,109.1,92.4,69.3,-0.046
N.C. State,108.8,92.0,72.8,-0.097
Arizona,106.9,90.3,70.5,0.111
Penn St.,108.8,92.6,71.0,-0.108
Connecticut,109.1,92.9,68.0,0.101
Seton Hall,109.4,93.2,69.9,-0.025
SMU,109.1,93.1,71.1,0.045
Xavier,109.8,93.8,69.4,0.178
Oklahoma St.,106.4,90.5,74.2,-0.01
Maryland,109.7,93.9,68.2,-0.032
Alabama,108.8,93.1,74.7,0.029
Richmond,109.1,93.7,73.1,0.141
VCU,104.2,89.1,71.4,-0.08
Minnesota,107.6,92.6,73.9,0.166
Loyola Chicago,107.0,92.2,69.4,-0.141
Memphis,103.5,88.9,75.5,-0.101
Arizona St.,108.6,94.9,75.9,0.063
TCU,105.7,92.3,67.3,0.055
Utah,107.1,94.0,69.6,0.077
Dayton,107.3,94.4,68.5,-0.016
Providence,108.0,95.1,68.6,0.1
Miami FL,104.0,91.3,71.0,-0.024
Butler,106.6,94.1,68.8,0.178
Saint Mary's,107.4,94.9,65.2,0.104
Cincinnati,104.7,92.3,71.1,-0.081
Furman,108.6,96.2,70.0,-0.233
Northwestern,105.0,92.8,72.6,-0.201
South Carolina,105.1,93.0,73.4,-0.01
BYU,105.4,93.8,71.7,0.095
San Francisco,106.6,95.3,71.4,-0.11
St. Bonaventure,107.1,96.1,70.9,0.0
Pittsburgh,102.9,92.0,72.6,0.06
Auburn,106.0,95.1,71.9,0.146
Georgia Tech,106.7,96.1,68.3,-0.073
Davidson,108.9,98.4,64.5,-0.084
Rhode Island,104.4,94.4,72.0,-0.157
Notre Dame,108.6,98.6,68.6,0.064
Mississippi St.,106.8,96.9,66.6,-0.073
Texas A&M,102.5,92.6,69.2,0.095
DePaul,104.5,95.0,72.4,0.0
Western Kentucky,107.7,98.2,70.3,0.159
Marshall,105.5,96.2,75.3,-0.042
Duquesne,105.0,95.7,71.0,-0.033
Utah St.,103.1,94.0,70.0,-0.017
Iowa St.,106.5,97.5,71.1,-0.167
Northern Iowa,106.1,97.3,71.5,-0.038
UAB,103.1,94.5,73.2,0.032
Vermont,103.7,95.3,69.2,0.0
Boise St.,104.4,96.1,70.5,0.049
St. John's,105.9,97.9,75.6,0.021
Tulsa,101.2,93.4,68.9,-0.205
Georgia,103.4,95.6,74.1,0.099
South Dakota St.,108.4,100.6,72.6,0.08
Wichita St.,103.7,96.3,69.1,0.054
Georgetown,104.0,96.7,72.6,-0.037
Toledo,106.6,99.3,68.8,-0.025
South Florida,100.9,93.8,69.7,0.163
Yale,105.5,98.7,70.7,0.0
Murray St.,103.6,96.7,69.8,-0.107
North Texas,102.5,95.6,67.8,-0.166
Boston College,104.0,97.2,73.1,-0.049
Wright St.,101.5,94.8,72.5,0.002
Pepperdine,105.8,99.2,72.4,-0.18
New Mexico St.,103.2,96.7,68.2,0.0
Belmont,103.6,97.1,73.7,0.023
Washington,99.1,92.8,70.8,-0.206
Georgia St.,105.6,99.5,73.9,0.207
Colorado St.,106.9,100.9,71.2,0.0
Drake,103.9,97.9,69.8,0.003
Ohio,103.3,97.4,71.6,-0.109
Massachusetts,105.4,99.6,73.2,-0.147
Winthrop,105.3,99.5,74.4,0.09
UCF,99.7,94.2,69.9,0.145
Liberty,103.5,98.1,65.2,-0.094
Bradley,100.8,95.4,69.0,-0.125
Old Dominion,102.5,97.2,70.5,0.103
Santa Clara,98.5,93.3,70.6,0.046
UNC Greensboro,100.6,95.6,72.1,-0.047
Nebraska,101.2,96.3,75.0,-0.101
George Mason,103.0,98.3,68.7,-0.05
Nevada,102.0,97.3,72.5,0.142
Buffalo,103.3,98.7,74.6,-0.154
Abilene Christian,97.7,93.4,70.6,-0.014
Wake Forest,102.6,98.4,70.7,0.138
Louisiana Tech,102.3,98.1,70.9,0.102
East Carolina,100.2,96.3,70.0,0.144
UC Santa Barbara,102.2,98.5,68.5,-0.114
Oregon St.,102.7,98.9,68.8,-0.231
Vanderbilt,101.1,97.4,70.2,-0.009
Wofford,103.0,99.7,68.7,-0.233
Ball St.,101.4,98.4,70.5,0.059
Eastern Washington,101.9,99.0,73.7,-0.15
California,99.8,97.1,66.8,0.037
Pacific,99.7,97.0,67.3,0.198
Loyola Marymount,101.5,99.1,69.9,0.053
Washington St.,96.5,94.1,70.1,0.194
UNLV,103.0,100.6,70.8,-0.065
Little Rock,102.8,100.6,70.9,0.035
Siena,101.1,99.0,69.9,0.0
Princeton,102.4,100.5,69.4,0.0
Indiana St.,102.7,100.8,70.1,-0.005
Kent St.,102.2,100.3,72.0,-0.054
Grand Canyon,100.9,99.1,68.3,-0.082
Akron,101.4,99.7,72.8,0.0
Colgate,103.4,101.8,70.5,0.0
Kansas St.,99.9,98.4,66.5,0.158
Temple,98.5,97.2,72.5,0.0
Mercer,102.0,100.9,72.8,0.051
Montana,97.7,96.8,69.1,-0.124
Bowling Green,104.0,103.2,73.2,0.088
Fresno St.,99.9,99.3,68.8,0.0
Harvard,100.3,99.8,70.8,0.0
UC Riverside,96.8,96.5,67.8,-0.087
Hofstra,101.7,101.5,71.3,0.053
Drexel,100.3,100.1,67.8,0.011
Texas St.,97.9,97.8,67.4,0.168
UTEP,97.1,97.0,70.0,-0.072
UC Irvine,96.9,96.9,70.4,-0.08
Southern Illinois,98.5,98.7,69.9,0.07
Valparaiso,98.3,98.6,71.5,-0.219
UT Arlington,99.6,100.0,71.2,-0.044
Northeastern,99.5,100.0,70.6,0.09
Saint Joseph's,102.8,103.3,75.5,-0.15
Saint Peter's,95.9,96.5,70.0,0.03
San Diego,97.8,98.3,72.1,0.003
Charlotte,98.0,98.6,66.4,-0.202
Louisiana,98.0,98.7,75.5,0.309
Eastern Michigan,99.1,100.2,69.8,0.0
Missouri St.,100.1,101.3,70.6,0.0
Stephen F. Austin,97.0,98.3,73.6,0.044
Wyoming,101.8,103.0,71.0,0.052
North Dakota St.,97.5,98.8,65.9,0.025
FIU,101.6,103.0,74.1,-0.057
East Tennessee St.,94.6,96.1,69.9,-0.041
Chattanooga,99.6,101.1,70.4,0.003
Coastal Carolina,102.5,104.0,73.3,0.027
La Salle,96.6,98.2,69.1,-0.051
Youngstown St.,101.5,103.3,69.7,0.0
Southern Utah,100.9,102.7,71.3,0.042
Boston University,99.5,101.3,70.1,0.0
Navy,99.9,101.8,66.9,0.31
UMBC,98.1,100.1,71.2,-0.047
Eastern Illinois,101.1,103.1,70.2,-0.02
UTSA,101.8,103.9,73.2,-0.033
Fordham,92.2,94.4,68.5,0.0
Austin Peay,102.3,104.5,71.2,0.104
Oral Roberts,103.0,105.4,72.3,-0.108
UC San Diego,98.5,101.3,71.3,0.0
Western Carolina,101.0,103.8,73.4,0.184
UC Davis,98.3,101.3,73.0,-0.161
Monmouth,98.7,101.7,76.8,0.165
Penn,98.7,101.9,71.9,0.0
Appalachian St.,97.5,100.7,69.0,0.097
Cornell,99.8,103.1,69.6,0.0
NJIT,96.3,99.6,70.1,0.0
Detroit,100.2,103.7,71.6,-0.097
Middle Tennessee,93.3,96.9,73.5,-0.155
Eastern Kentucky,96.2,99.8,77.0,0.01
Northern Colorado,98.2,101.8,69.9,0.081
Elon,98.2,101.9,68.9,0.199
Northern Kentucky,99.2,102.9,70.0,0.056
Cal St. Bakersfield,96.4,100.1,67.7,-0.011
New Mexico,98.9,102.7,72.2,0.0
Tulane,94.3,98.2,69.5,0.025
Charleston,98.3,102.6,67.4,-0.16
Army,94.7,99.1,71.1,0.061
Sacramento St.,96.3,100.7,67.4,0.0
Miami OH,96.8,101.3,69.2,0.118
South Alabama,101.5,106.0,68.7,0.186
Montana St.,97.8,102.3,71.2,-0.04
Purdue Fort Wayne,95.7,100.4,71.5,0.0
UNC Wilmington,99.3,104.0,71.0,0.022
UNC Asheville,99.0,103.7,70.8,-0.156
Florida Atlantic,96.1,100.9,69.0,0.05
Lipscomb,100.4,105.4,68.4,0.009
Illinois Chicago,94.9,100.0,69.9,0.025
New Hampshire,94.2,99.4,72.8,-0.0
Bryant,100.1,105.3,76.9,-0.137
Towson,99.6,104.8,67.8,-0.123
UT Rio Grande Valley,94.8,100.1,72.7,0.189
South Dakota,99.2,104.5,70.5,-0.076
Gardner Webb,98.0,103.4,70.7,-0.15
Texas Southern,97.8,103.3,71.0,0.072
UMass Lowell,98.7,104.1,71.5,0.001
Illinois St.,96.6,102.4,73.4,-0.052
Brown,93.7,99.5,72.5,0.0
Lafayette,99.5,105.3,70.5,0.0
Cleveland St.,95.1,101.0,70.5,-0.183
Canisius,97.4,103.4,72.2,-0.107
Georgia Southern,96.8,102.8,71.3,0.042
Hawaii,95.8,101.9,71.1,0.0
Nicholls St.,95.9,102.1,72.7,0.021
Iona,97.0,103.2,69.9,-0.01
Mount St. Mary's,95.6,102.0,65.3,-0.011
Delaware,98.1,104.5,68.5,0.182
George Washington,98.2,104.7,72.4,-0.237
Jacksonville St.,95.1,101.6,68.8,0.084
Stetson,98.0,104.7,69.3,0.024
Central Arkansas,97.8,104.5,76.0,-0.017
Nebraska Omaha,94.9,101.8,73.0,0.051
Bucknell,95.5,102.4,72.4,0.0
Florida Gulf Coast,94.9,101.8,69.6,0.146
Western Michigan,94.6,101.6,67.2,-0.141
Rice,95.6,102.8,71.6,0.022
Norfolk St.,93.9,101.2,68.4,0.073
Central Michigan,98.8,106.2,73.6,0.076
Niagara,94.7,102.0,68.6,-0.102
Loyola MD,97.3,104.6,72.7,0.0
Weber St.,94.3,101.8,72.0,-0.101
Campbell,98.2,105.7,68.5,0.167
VMI,98.4,105.9,71.6,-0.034
Milwaukee,96.1,103.8,71.2,-0.207
Long Beach St.,96.4,104.1,74.9,0.136
Marist,91.4,99.1,68.1,0.221
Robert Morris,94.8,102.5,69.0,0.0
William & Mary,99.8,107.6,68.9,0.065
American,95.2,103.1,70.3,0.0
St. Francis PA,98.5,106.6,70.8,0.043
Bellarmine,96.5,104.8,69.1,-0.114
IUPUI,97.8,106.1,73.7,0.0
North Dakota,95.7,104.2,68.5,-0.034
Portland,94.5,103.0,73.4,0.161
North Alabama,94.7,103.2,72.6,-0.152
North Carolina Central,94.6,103.1,69.3,-0.026
Air Force,95.5,104.1,64.0,0.083
Dartmouth,93.3,102.1,69.3,0.0
Quinnipiac,93.9,102.8,70.6,0.056
Stony Brook,92.4,101.3,71.6,0.049
Hartford,94.8,103.7,69.7,0.165
Cal St. Northridge,99.1,108.0,72.0,0.011
Green Bay,98.8,107.7,72.3,-0.115
Samford,97.3,106.3,75.7,-0.236
Cal Baptist,98.1,107.2,72.6,-0.248
LIU,93.7,102.8,74.5,-0.039
Fairleigh Dickinson,99.1,108.4,72.5,0.016
Louisiana Monroe,94.5,103.8,67.6,-0.003
James Madison,97.3,106.7,72.6,0.028
Columbia,93.1,102.5,71.7,0.0
Arkansas St.,96.6,106.2,70.3,-0.125
High Point,96.1,105.8,71.6,-0.149
UMKC,94.5,104.3,66.9,-0.163
Troy,92.4,102.2,69.4,0.234
Utah Valley,95.0,104.8,72.9,-0.06
San Jose St.,95.8,105.6,75.3,-0.191
Rider,96.0,105.8,70.5,-0.118
Oakland,96.8,106.7,72.1,-0.069
Lamar,91.4,101.5,72.2,-0.069
Northwestern St.,96.1,106.2,75.8,-0.098
Southern,93.7,103.9,71.5,-0.033
Charleston Southern,92.8,103.1,70.7,-0.113
Florida A&M,92.8,103.3,69.9,0.009
Wagner,93.8,104.3,68.0,-0.119
Lehigh,95.9,106.4,71.6,0.0
Seattle,93.3,104.0,70.2,-0.041
Albany,92.9,103.6,70.5,0.0
North Florida,99.0,109.7,69.8,-0.034
Merrimack,91.1,102.1,67.5,0.0
Sam Houston St.,94.9,105.9,73.9,-0.0
Northern Illinois,93.5,104.5,66.4,-0.047
Radford,93.3,104.4,66.2,0.035
Southern Miss,92.4,103.6,68.5,0.024
Jacksonville,92.4,103.6,70.9,0.138
Manhattan,92.4,103.6,70.0,0.077
Morehead St.,93.3,104.6,67.8,-0.006
Tennessee St.,91.5,102.8,73.2,-0.1
Prairie View A&M,91.7,103.3,70.0,0.064
Texas A&M Corpus Chris,92.2,104.0,69.5,-0.131
Dixie St.,94.1,106.0,73.2,0.245
USC Upstate,95.9,107.9,73.1,-0.049
Idaho St.,94.4,106.7,68.3,-0.0
Evansville,91.8,104.3,65.3,0.078
North Carolina A&T,92.7,105.2,72.5,-0.073
Grambling St.,89.6,102.1,72.5,-0.026
St. Francis NY,94.2,106.8,74.1,0.227
Longwood,90.8,103.7,69.8,-0.194
New Orleans,92.7,105.8,72.5,-0.096
Fairfield,87.0,100.2,69.1,-0.09
Portland St.,95.1,108.2,76.1,-0.035
Howard,96.5,109.7,72.1,0.102
Morgan St.,91.5,104.9,71.5,-0.058
Sacred Heart,94.3,107.7,71.8,0.006
Jackson St.,89.3,102.7,73.0,-0.0
Denver,93.6,107.1,73.1,-0.084
Cal Poly,92.0,105.5,71.2,0.038
SIU Edwardsville,91.5,105.0,71.7,-0.01
Cal St. Fullerton,90.2,104.0,71.9,0.0
The Citadel,95.5,109.3,76.2,0.0
McNeese St.,96.4,110.7,72.1,-0.138
Southeastern Louisiana,91.7,106.1,71.5,-0.016
Southeast Missouri St.,93.9,108.3,69.5,-0.068
Coppin St.,87.0,101.5,77.0,0.042
Tennessee Tech,89.3,103.8,70.8,-0.123
Tennessee Martin,96.3,111.0,70.8,0.039
Northern Arizona,93.1,108.3,69.2,-0.0
Tarleton St.,91.7,106.9,71.1,-0.09
Central Connecticut,93.6,108.9,72.9,-0.048
Hampton,90.7,108.2,75.1,0.059
Alabama A&M,87.9,105.4,71.2,0.0
Idaho,89.9,107.8,70.5,-0.082
Alcorn St.,89.1,107.0,72.2,0.0
Binghamton,90.4,108.5,69.9,-0.135
Western Illinois,91.2,109.6,72.9,-0.174
Presbyterian,89.9,109.0,70.3,0.085
Incarnate Word,90.9,110.1,69.6,-0.0
Holy Cross,89.9,109.7,71.1,0.0
Maine,86.2,106.6,69.0,0.0
Bethune Cookman,88.6,109.3,75.1,0.0
Kennesaw St.,85.5,106.7,69.6,-0.024
Houston Baptist,92.6,113.8,74.7,-0.001
Arkansas Pine Bluff,85.7,107.2,71.4,0.067
Alabama St.,84.7,106.4,71.7,0.0
Delaware St.,88.2,111.0,75.5,-0.03
