team,off,def,tempo,luck
Baylor,119.4,87.5,69.6,0.018
Gonzaga,123.6,91.7,75.6,0.026
Villanova,119.7,93.1,63.9,0.026
Iowa,123.0,96.6,71.7,-0.021
Wisconsin,115.1,89.4,65.0,-0.008
Illinois,116.8,91.3,71.8,-0.019
Texas,113.3,88.1,69.4,0.078
Michigan,116.6,91.5,68.2,0.013
Tennessee,111.8,87.2,66.3,0.038
Creighton,116.5,92.5,70.9,-0.006
Houston,112.7,88.8,66.1,0.002
Kansas,112.8,89.6,69.0,0.15
Texas Tech,110.9,88.6,67.0,-0.07
West Virginia,113.0,91.8,69.2,-0.001
Virginia,111.1,90.1,59.1,0.021
Ohio St.,116.0,95.1,66.5,0.009
USC,110.9,90.1,68.9,-0.037
Clemson,107.8,87.1,66.6,0.075
Oregon,112.9,92.2,70.4,0.015
Colorado,112.5,92.4,68.0,-0.041
Duke,113.0,92.9,69.2,0.05
Connecticut,111.7,92.1,65.6,-0.051
Indiana,109.4,90.1,66.5,-0.05
LSU,117.7,98.5,69.6,-0.012
Arkansas,112.1,93.4,73.5,0.005
Louisville,110.7,92.0,66.5,0.242
Alabama,111.7,93.1,74.8,0.012
UCLA,114.7,96.0,65.0,0.109
North Carolina,108.7,90.5,71.4,-0.019
Saint Louis,111.1,92.8,68.9,0.018
Minnesota,112.0,93.7,72.2,0.137
Florida St.,110.8,92.8,70.6,0.037
Oklahoma St.,110.0,92.4,72.0,-0.067
Purdue,110.4,92.9,66.3,0.006
Stanford,107.5,90.1,71.9,0.038
San Diego St.,109.8,92.5,65.2,0.021
Virginia Tech,111.6,94.4,67.2,0.078
Rutgers,110.5,93.5,69.5,0.043
Florida,111.2,94.3,70.6,0.015
Syracuse,109.7,92.8,70.9,0.017
Oklahoma,112.1,95.4,69.1,-0.027
Arizona,112.4,95.6,70.0,0.003
Kentucky,107.8,91.2,68.2,-0.14
Michigan St.,110.5,94.0,71.1,0.044
Loyola Chicago,109.0,92.9,67.4,-0.065
Seton Hall,111.9,95.7,68.0,0.053
Missouri,108.2,92.2,70.0,0.176
Penn St.,112.5,96.6,68.9,-0.143
N.C. State,109.8,94.1,69.9,-0.072
Xavier,110.5,95.5,69.3,0.118
Maryland,112.4,97.4,67.7,-0.08
Richmond,112.2,97.3,70.2,0.039
Mississippi,105.0,90.5,69.3,-0.1
Marquette,110.8,96.4,68.1,-0.062
SMU,109.8,95.6,71.5,0.004
Utah St.,105.9,92.0,69.6,-0.041
Drake,110.4,96.9,67.4,0.014
Providence,110.0,96.5,66.2,0.052
Northwestern,108.5,95.4,70.2,-0.022
VCU,104.6,91.7,71.1,-0.002
South Carolina,106.8,93.9,73.6,0.04
Miami FL,105.3,92.7,70.0,-0.125
Arizona St.,108.3,95.8,75.2,-0.006
Mississippi St.,110.9,98.6,65.6,-0.043
BYU,108.2,95.9,70.4,0.095
St. Bonaventure,108.1,95.8,68.4,0.06
Memphis,102.7,90.4,72.9,-0.079
Rhode Island,106.1,94.2,70.9,-0.089
Utah,108.5,96.7,67.0,-0.078
Georgia Tech,108.6,96.9,66.9,-0.03
Dayton,109.2,97.7,65.4,-0.09
Boise St.,109.1,97.8,69.5,0.052
Tulsa,103.6,92.3,65.9,-0.001
Davidson,111.5,100.2,64.2,-0.102
Saint Mary's,105.8,94.7,63.5,0.067
Pittsburgh,103.9,92.9,70.4,0.063
San Francisco,107.5,96.6,69.7,-0.024
Cincinnati,105.6,94.9,71.1,-0.072
Furman,110.5,99.8,69.0,-0.067
Toledo,110.6,100.3,68.7,0.015
Auburn,108.0,97.8,70.7,-0.064
Marshall,107.4,97.4,73.4,-0.042
Wichita St.,108.2,98.3,68.3,0.098
TCU,106.4,97.1,68.0,0.159
Wright St.,104.1,95.1,72.7,-0.057
Notre Dame,111.8,102.8,66.9,-0.033
Colorado St.,105.8,96.9,72.2,0.12
Georgia,105.2,96.5,75.6,0.036
Butler,105.6,97.1,67.4,0.045
St. John's,107.9,99.8,75.1,0.014
DePaul,105.5,97.4,73.0,-0.151
UCF,103.9,95.9,68.0,0.082
