team,off,def,tempo,luck
Baylor,118.6,88.2,70.0,0.013
Gonzaga,119.0,88.9,75.5,0.108
Wisconsin,112.5,86.7,67.4,-0.034
Villanova,117.1,91.4,65.3,0.035
Iowa,119.5,95.4,75.2,-0.045
Tennessee,109.8,86.4,68.4,0.071
West Virginia,110.9,88.0,70.4,-0.032
Texas,110.5,87.6,69.4,0.055
Kansas,109.9,87.2,71.8,0.167
Texas Tech,107.7,85.3,67.0,-0.099
Houston,112.3,90.2,68.4,0.082
Illinois,114.0,91.9,73.3,-0.106
Duke,111.4,89.6,70.9,-0.027
Creighton,115.5,94.0,71.7,-0.077
Michigan,112.8,91.5,69.5,0.024
Indiana,108.4,87.7,69.5,-0.013
Rutgers,110.1,89.6,70.8,0.024
Virginia,107.5,86.9,61.8,-0.088
Oregon,111.1,90.8,70.6,0.037
Ohio St.,112.9,92.7,67.2,0.059
Clemson,106.0,86.3,68.2,0.007
North Carolina,109.4,89.7,71.8,-0.01
Florida,109.9,90.5,71.9,0.017
Colorado,109.1,90.1,69.9,-0.06
Florida St.,109.8,91.1,70.6,0.078
Purdue,110.7,92.2,69.2,0.022
Michigan St.,111.6,93.1,73.1,0.09
LSU,115.1,96.6,70.9,-0.056
Syracuse,109.1,90.9,73.0,0.059
UCLA,112.3,94.1,66.4,0.005
Saint Louis,110.1,91.9,70.5,0.019
Louisville,109.3,91.8,68.6,0.182
USC,109.0,91.5,69.2,-0.054
Missouri,109.8,92.3,69.7,0.09
Stanford,106.0,88.5,71.5,0.019
Virginia Tech,109.7,92.4,66.9,0.121
Arkansas,108.1,90.9,73.2,0.076
Mississippi,105.2,88.1,69.5,-0.091
San Diego St.,108.0,91.0,67.1,0.042
Oklahoma,111.6,94.8,71.3,0.096
N.C. State,108.3,91.6,72.6,-0.072
Marquette,111.2,94.5,69.2,-0.096
Arizona,108.3,91.8,70.1,0.01
Penn St.,109.3,93.0,70.7,-0.108
Oklahoma St.,107.3,91.1,73.7,-0.054
Connecticut,109.0,92.8,67.9,-0.05
SMU,109.8,93.6,70.6,0.045
Xavier,112.1,96.1,69.1,0.195
Maryland,110.1,94.3,68.0,-0.032
Kentucky,106.3,90.6,70.3,-0.309
Seton Hall,109.7,94.1,69.3,-0.077
Minnesota,108.8,93.1,75.1,0.174
Richmond,109.5,94.3,73.0,0.141
VCU,104.7,89.7,71.1,-0.08
Loyola Chicago,107.5,92.5,68.9,-0.141
Alabama,108.5,93.6,74.3,-0.048
Northwestern,106.5,92.7,71.2,-0.127
Arizona St.,109.1,95.4,75.6,0.063
TCU,106.2,92.7,67.4,0.055
Saint Mary's,106.4,92.9,64.6,0.086
Memphis,102.2,88.8,75.2,-0.13
Providence,109.1,95.7,67.8,0.144
Dayton,107.6,94.4,68.5,-0.009
Utah,107.5,94.5,69.2,0.077
South Carolina,105.7,93.5,73.2,-0.01
BYU,106.1,94.2,71.9,0.093
Auburn,106.5,94.7,71.1,0.088
Miami FL,104.1,92.3,70.4,0.008
Furman,108.1,96.9,71.3,-0.204
Cincinnati,104.0,92.8,71.7,-0.064
San Francisco,107.0,95.9,70.9,-0.064
Pittsburgh,103.5,92.5,72.5,0.06
Butler,106.8,95.8,68.5,-0.002
St. Bonaventure,107.3,96.4,70.9,0.0
Texas A&M,103.5,92.7,68.2,0.078
Davidson,109.4,98.7,64.3,-0.084
Georgia Tech,107.3,97.0,68.2,-0.08
Rhode Island,105.0,94.8,71.8,-0.157
Mississippi St.,107.5,97.5,65.8,-0.078
Western Kentucky,108.1,98.1,70.1,0.19
Utah St.,104.2,94.2,70.0,-0.065
Boise St.,105.3,95.7,69.3,0.028
DePaul,105.0,95.5,72.1,0.0
Marshall,105.9,96.5,75.8,-0.046
Notre Dame,109.8,100.4,68.5,0.057
Duquesne,105.4,96.2,70.8,-0.033
Georgia,104.0,95.0,75.3,0.071
Tulsa,101.2,92.2,68.1,-0.13
Northern Iowa,106.8,97.9,71.1,-0.038
Iowa St.,105.8,97.2,69.8,-0.122
St. John's,107.4,98.9,75.4,0.032
Wright St.,103.4,95.0,72.6,0.021
Toledo,107.0,99.1,67.9,-0.017
UCF,102.6,94.7,69.7,0.195
South Dakota St.,109.1,101.2,72.6,0.08
UAB,103.0,95.4,72.5,-0.045
Wichita St.,104.3,96.7,68.8,0.054
Winthrop,105.7,98.5,75.7,0.063
South Florida,101.3,94.3,69.3,0.163
Yale,106.0,99.2,70.4,0.0
Boston College,104.4,97.5,72.5,-0.049
North Texas,103.0,96.1,67.4,-0.166
Vermont,103.1,96.3,69.3,0.0
Drake,105.1,98.3,70.1,0.018
Georgia St.,106.4,99.7,72.6,0.152
Georgetown,104.8,98.2,72.2,-0.066
New Mexico St.,103.7,97.2,67.9,0.0
Belmont,104.4,98.2,73.0,0.024
Murray St.,103.9,97.7,69.1,-0.179
Ohio,103.7,97.6,71.2,-0.109
UC Santa Barbara,103.2,97.8,68.6,-0.073
Liberty,103.9,98.5,64.9,-0.094
Pepperdine,105.3,100.0,72.1,-0.158
UNC Greensboro,101.2,96.0,71.4,-0.011
Washington,100.0,94.8,70.4,-0.184
Santa Clara,99.0,93.9,70.3,0.046
Buffalo,104.8,99.8,74.6,-0.182
Old Dominion,102.9,98.0,69.6,0.171
Nebraska,101.7,96.8,74.6,-0.101
Louisiana Tech,103.0,98.2,71.1,0.083
Bradley,101.8,97.0,67.9,-0.046
Colorado St.,104.4,99.6,70.9,-0.08
Massachusetts,105.6,100.9,73.6,-0.211
Abilene Christian,98.2,93.9,70.3,-0.014
Wake Forest,103.0,98.8,70.2,0.138
George Mason,102.7,98.7,68.5,0.098
Oregon St.,103.2,99.4,68.4,-0.231
East Carolina,100.3,96.5,69.6,0.139
California,100.6,96.8,66.9,-0.048
Loyola Marymount,102.3,98.8,68.9,0.022
Eastern Washington,102.9,99.4,73.0,-0.229
Nevada,101.6,98.1,72.7,0.065
Vanderbilt,100.7,97.3,69.8,0.051
Washington St.,97.9,94.5,69.9,0.166
Pacific,100.2,97.6,66.9,0.198
Indiana St.,102.0,99.5,70.9,0.028
UNLV,103.5,101.1,70.5,-0.065
