team,off,def,tempo,luck
Gonzaga,123.4,91.5,75.4,0.026
Baylor,119.1,87.3,69.4,0.018
Iowa,123.2,95.9,71.4,-0.014
Villanova,119.5,92.8,63.6,0.026
Wisconsin,114.8,89.1,64.8,-0.008
Texas,113.0,87.8,69.1,0.078
Michigan,116.3,91.3,68.0,0.013
Illinois,115.9,91.2,71.0,-0.058
Tennessee,111.5,87.0,65.9,0.038
Creighton,116.2,92.3,70.6,-0.006
Houston,112.4,88.5,65.8,0.002
Kansas,112.6,89.4,68.7,0.15
Texas Tech,110.7,88.3,66.8,-0.07
West Virginia,112.8,91.6,68.9,-0.001
Virginia,110.8,89.9,58.7,0.021
Ohio St.,115.6,94.8,66.2,0.009
USC,110.6,89.9,68.7,-0.037
Clemson,107.6,86.9,66.4,0.075
Oregon,112.7,92.1,70.0,0.015
Colorado,112.3,92.1,67.8,-0.041
Duke,112.7,92.8,69.0,0.05
Connecticut,111.5,91.8,65.4,-0.051
Indiana,109.9,90.6,66.6,-0.028
LSU,117.5,98.3,69.3,-0.012
Arkansas,111.9,93.1,73.3,0.005
Louisville,110.5,91.8,66.3,0.242
Alabama,111.5,92.9,74.6,0.012
UCLA,114.4,95.8,64.7,0.109
North Carolina,108.5,90.2,71.1,-0.019
Saint Louis,110.9,92.6,68.6,0.018
Florida St.,110.5,92.6,70.3,0.037
Minnesota,111.6,93.7,71.7,0.115
Virginia Tech,111.6,93.8,67.2,0.077
Purdue,110.3,92.7,66.0,0.006
Oklahoma St.,109.7,92.1,71.6,-0.067
Stanford,107.2,89.8,71.6,0.038
San Diego St.,109.6,92.3,64.9,0.021
Rutgers,110.3,93.2,69.3,0.043
Syracuse,109.4,92.6,70.6,0.017
Florida,111.0,94.1,70.4,0.015
Arizona,112.1,95.4,69.7,0.003
Oklahoma,111.9,95.2,68.8,-0.027
Kentucky,107.6,91.0,68.0,-0.14
Michigan St.,110.1,93.7,70.8,0.044
Maryland,112.5,96.4,66.9,-0.044
Seton Hall,111.6,95.5,67.8,0.053
Missouri,107.9,92.0,69.8,0.176
Penn St.,112.2,96.4,68.6,-0.143
N.C. State,109.4,94.0,69.6,-0.072
Loyola Chicago,108.4,93.4,67.5,-0.116
Richmond,111.9,97.0,69.9,0.039
Xavier,110.4,95.6,69.2,0.14
Mississippi,104.7,90.2,69.0,-0.1
Marquette,110.6,96.2,67.8,-0.062
SMU,109.5,95.3,71.1,0.004
Utah St.,105.6,91.8,69.2,-0.041
Drake,110.3,96.6,67.0,0.014
Providence,110.1,96.5,66.2,0.005
Northwestern,108.3,95.2,70.0,-0.022
VCU,104.4,91.4,70.9,-0.002
South Carolina,106.6,93.7,73.2,0.04
Miami FL,105.1,92.5,69.8,-0.125
Arizona St.,108.0,95.5,75.0,-0.006
Mississippi St.,110.7,98.4,65.3,-0.043
BYU,108.0,95.7,70.2,0.095
St. Bonaventure,107.9,95.6,68.2,0.06
Memphis,102.5,90.2,72.7,-0.079
Rhode Island,105.9,94.0,70.7,-0.089
Utah,108.3,96.4,66.7,-0.078
Georgia Tech,108.4,96.7,66.5,-0.03
Dayton,109.0,97.5,65.2,-0.09
Tulsa,103.4,92.1,65.5,-0.001
Davidson,111.3,100.0,64.0,-0.102
Boise St.,108.8,97.6,69.2,0.052
Saint Mary's,105.6,94.5,63.2,0.067
Pittsburgh,103.6,92.6,70.1,0.063
Furman,110.2,99.5,68.6,-0.067
Wichita St.,108.3,98.1,68.7,0.105
Toledo,110.3,100.1,68.4,0.015
Auburn,107.8,97.5,70.4,-0.064
Cincinnati,105.2,95.0,71.7,-0.083
Marshall,107.1,97.1,73.2,-0.042
San Francisco,105.9,95.9,70.0,-0.048
TCU,106.2,96.9,67.7,0.159
Colorado St.,105.6,96.6,72.1,0.12
Wright St.,103.9,94.9,72.4,-0.057
Georgia,105.0,96.3,75.1,0.036
Butler,105.3,96.8,67.0,0.045
Notre Dame,111.3,102.9,66.8,-0.022
St. John's,107.6,99.5,74.8,0.014
DePaul,105.3,97.2,72.7,-0.151
UCF,103.6,95.7,67.6,0.082
Western Kentucky,106.8,98.9,68.8,0.108
Iowa St.,106.2,98.6,69.7,-0.126
South Dakota St.,110.3,102.9,70.8,0.073
Liberty,106.7,99.7,64.3,-0.077
South Florida,101.3,94.3,67.8,0.052
Belmont,105.7,98.7,71.8,-0.003
UAB,104.1,97.3,69.8,0.003
Yale,107.1,100.3,69.0,0.0
Duquesne,103.0,96.3,68.3,-0.022
Texas A&M,102.1,95.4,66.1,0.09
Bowling Green,107.7,101.2,70.7,0.06
Boston College,105.8,99.4,72.2,-0.104
Georgia St.,106.0,99.7,70.9,0.112
Winthrop,106.1,100.0,78.0,0.084
North Texas,102.8,96.8,65.0,-0.167
Colgate,107.4,101.5,70.6,-0.08
Louisiana Tech,102.3,96.3,69.8,0.036
Buffalo,106.0,100.1,74.2,-0.14
Georgetown,103.9,98.1,70.1,-0.139
Vermont,104.5,98.8,67.4,-0.114
Massachusetts,107.1,101.5,73.6,-0.242
Missouri St.,106.0,100.5,70.2,0.043
Bradley,102.1,96.6,66.5,-0.136
New Mexico St.,102.7,97.5,68.2,0.0
Nevada,103.6,98.6,70.4,-0.009
Santa Clara,98.4,93.7,71.2,0.192
UC Irvine,101.5,96.9,68.9,-0.0
Loyola Marymount,102.7,98.2,68.5,0.045
Nebraska,103.1,98.7,73.0,-0.159
Washington St.,97.9,93.5,68.2,0.097
Northern Iowa,105.6,101.2,71.9,-0.071
Abilene Christian,99.0,94.9,68.8,0.024
Wake Forest,104.2,100.2,69.0,-0.17
UNC Greensboro,100.5,96.8,70.0,-0.053
Ohio,107.6,104.0,69.4,-0.067
Eastern Washington,103.8,100.3,71.7,-0.229
Siena,104.4,101.1,66.9,0.085
UC Santa Barbara,103.4,100.2,67.4,-0.006
East Carolina,100.0,96.8,68.3,0.022
Wofford,104.8,101.8,65.9,-0.003
UNLV,105.8,102.7,68.4,-0.129
Old Dominion,102.8,99.8,68.5,0.201
Kent St.,104.1,101.1,71.0,-0.203
Oregon St.,104.4,101.4,65.6,-0.107
Vanderbilt,104.2,101.4,69.5,-0.122
Pacific,101.3,98.6,65.6,0.198
Akron,103.4,100.9,69.4,-0.042
Little Rock,106.0,103.5,67.7,-0.001
Washington,100.4,98.2,70.5,-0.168
Murray St.,101.4,99.1,68.1,-0.23
Grand Canyon,103.1,101.0,65.0,-0.08
Pepperdine,104.8,102.8,70.2,-0.094
Princeton,104.0,102.1,67.7,0.0
Northeastern,99.8,98.3,67.4,0.045
California,103.3,101.9,65.8,-0.014
Cal St. Bakersfield,100.4,99.1,64.1,-0.047
Indiana St.,102.0,100.7,70.9,0.039
Temple,100.0,98.9,70.1,-0.013
George Mason,100.8,99.8,67.9,0.061
La Salle,100.0,99.3,67.8,-0.057
Coastal Carolina,104.0,103.3,71.2,0.006
Mercer,104.2,103.7,72.4,-0.003
Hofstra,102.5,102.0,69.5,0.031
Harvard,101.9,101.3,69.1,0.0
Kansas St.,102.0,101.5,64.6,0.061
North Dakota St.,101.3,100.9,65.0,0.01
Drexel,102.4,102.2,65.8,-0.093
Montana,97.6,97.4,66.0,-0.072
UTEP,101.6,101.4,68.1,-0.117
Ball St.,101.0,100.9,69.8,0.021
East Tennessee St.,98.0,97.9,68.2,0.029
Monmouth,102.3,102.3,75.9,-0.102
Fresno St.,101.1,101.1,65.9,-0.018
Texas St.,99.9,100.1,64.8,0.162
Oral Roberts,106.4,106.6,71.4,-0.099
Charlotte,100.0,100.4,64.0,-0.037
FIU,102.7,103.2,71.2,-0.12
Saint Peter's,96.5,97.2,67.8,0.036
Navy,101.7,102.4,65.4,0.291
UT Arlington,102.2,103.1,71.6,0.001
UC Riverside,98.6,99.5,66.9,-0.076
Stephen F. Austin,98.7,100.0,71.6,0.109
Cleveland St.,97.7,99.0,67.0,0.219
Eastern Kentucky,97.8,99.3,76.3,0.054
South Dakota,102.1,103.6,69.0,-0.056
Chattanooga,102.2,104.0,68.3,0.013
Louisiana,97.7,99.5,72.6,0.197
Bryant,103.0,105.0,76.7,-0.079
UMBC,99.0,101.1,69.5,0.032
Southern Utah,103.5,105.8,70.0,0.045
Wyoming,103.8,106.2,70.1,0.121
Austin Peay,103.2,105.7,68.8,0.153
San Diego,98.0,100.5,70.6,-0.024
Eastern Illinois,101.3,103.9,70.2,-0.01
Saint Joseph's,102.2,104.9,74.2,-0.008
Valparaiso,98.6,101.3,69.0,-0.164
UC Davis,99.9,102.7,71.0,-0.161
UNC Wilmington,101.5,104.4,69.0,0.03
Eastern Michigan,99.5,102.4,67.7,0.003
Southern Illinois,101.1,104.1,68.7,0.196
Tulane,96.5,99.6,66.9,0.1
Western Carolina,102.8,106.1,72.0,0.128
Lafayette,102.9,106.2,70.0,-0.134
UTSA,104.2,107.5,72.2,-0.061
Penn,100.2,103.5,70.2,0.0
Cornell,101.4,104.7,67.9,0.0
Montana St.,99.2,102.6,69.3,0.039
Miami OH,100.2,103.6,66.2,0.049
Appalachian St.,99.9,103.6,65.8,0.09
UC San Diego,99.5,103.5,70.3,0.0
Milwaukee,98.1,102.3,69.5,-0.081
Lipscomb,101.8,106.1,66.6,0.098
George Washington,102.2,106.5,69.5,-0.206
Middle Tennessee,92.9,97.3,70.9,-0.095
Nicholls St.,99.7,104.2,71.2,-0.03
Charleston,100.6,105.2,64.2,0.011
Hawaii,99.5,104.2,71.0,-0.098
Rice,101.2,106.0,70.3,0.052
Northern Kentucky,99.1,103.9,66.6,0.037
NJIT,96.5,101.4,68.9,0.052
Iona,99.2,104.2,67.5,0.041
Niagara,100.6,105.6,65.6,-0.042
Gardner Webb,99.6,104.8,69.2,-0.12
Sacramento St.,96.9,102.0,65.3,0.061
Purdue Fort Wayne,101.1,106.3,72.4,-0.093
South Alabama,102.5,107.8,67.1,-0.093
Sam Houston St.,98.2,103.5,72.5,0.157
Jacksonville St.,96.1,101.6,66.2,-0.033
Texas Southern,99.7,105.1,69.6,0.075
Robert Morris,99.7,105.2,69.1,0.027
Towson,100.4,106.0,67.4,-0.035
Army,95.6,101.2,69.8,0.155
Elon,98.2,103.9,67.7,0.064
Youngstown St.,104.9,110.8,65.2,0.091
Brown,95.2,101.1,70.8,0.0
