team,off,def,tempo,luck
Fordham,91.5,93.7,69.2,0.0
Charlotte,97.3,99.4,67.5,-0.253
Southern Utah,98.8,101.2,72.0,0.152
Miami OH,97.4,99.7,70.2,0.073
Youngstown St.,100.1,102.4,71.0,0.0
Eastern Kentucky,96.6,99.0,77.3,-0.056
Northern Colorado,98.8,101.2,70.9,0.0
Monmouth,97.3,99.7,74.8,0.0
Southern Illinois,97.3,100.0,69.3,0.0
Cal St. Bakersfield,94.8,97.6,69.0,0.0
Montana St.,97.9,100.7,71.9,-0.146
UC San Diego,97.8,100.6,72.0,0.0
Appalachian St.,97.3,100.2,70.9,-0.218
UC Davis,97.6,100.6,73.7,-0.161
Middle Tennessee,93.5,96.5,73.7,-0.198
Western Carolina,98.6,101.7,75.0,0.051
UTEP,94.7,97.9,71.3,0.0
Penn,98.0,101.2,72.7,0.0
Charleston,97.3,100.5,69.1,-0.0
Cornell,99.1,102.4,70.3,0.0
Northern Kentucky,98.7,102.1,70.1,0.106
NJIT,95.5,98.9,70.8,0.0
Detroit,100.3,103.8,72.7,-0.0
Oral Roberts,102.0,105.8,72.7,-0.147
UMBC,97.6,101.4,72.0,-0.034
Lipscomb,99.5,103.7,69.8,-0.041
Florida Atlantic,95.1,99.3,69.6,0.046
Georgia Southern,97.1,101.4,72.5,0.0
Elon,97.7,102.1,70.6,0.0
Sacramento St.,95.5,100.0,68.1,0.0
South Alabama,100.2,104.8,69.0,0.077
Army,93.9,98.6,71.9,0.061
Purdue Fort Wayne,95.0,99.7,71.7,0.0
Nebraska Omaha,95.1,100.1,73.6,0.144
New Mexico,97.8,102.9,74.4,0.0
Texas Southern,97.2,102.5,72.7,0.067
Illinois Chicago,93.7,99.0,70.7,0.011
South Dakota,97.2,102.6,71.5,-0.032
Delaware,98.1,103.5,70.9,0.0
New Hampshire,93.5,98.9,73.8,-0.0
Tulane,93.8,99.2,70.4,0.119
UMass Lowell,98.1,103.5,72.5,0.001
UT Rio Grande Valley,94.5,99.9,72.6,0.116
Towson,98.8,104.3,68.5,-0.123
UNC Asheville,97.9,103.4,71.6,-0.262
Norfolk St.,93.7,99.4,70.0,0.15
Canisius,97.2,102.9,72.8,0.0
UNC Wilmington,97.2,102.9,71.6,-0.029
George Washington,96.9,102.8,74.4,-0.176
Brown,93.0,98.8,73.2,0.0
Lafayette,98.7,104.6,71.3,0.0
Rice,95.4,101.3,72.7,0.0
Robert Morris,94.4,100.4,70.6,0.0
Illinois St.,95.8,101.7,72.8,0.027
Western Michigan,94.6,100.6,70.2,-0.132
Hawaii,95.1,101.2,71.8,0.0
Nicholls St.,95.4,101.5,73.2,0.021
Long Beach St.,96.0,102.4,75.0,0.178
Central Arkansas,97.2,103.9,76.8,-0.145
Central Michigan,97.6,104.4,75.2,-0.01
Air Force,95.9,102.8,63.7,0.165
Iona,96.6,103.5,72.2,0.136
St. Francis PA,97.8,104.8,72.3,0.039
Bucknell,94.8,101.7,73.2,0.0
Cleveland St.,93.9,101.0,71.4,-0.15
North Alabama,95.4,102.5,72.9,0.0
Gardner Webb,95.6,102.9,70.8,0.0
Loyola MD,96.6,103.9,73.4,0.0
Stetson,96.2,103.6,69.7,-0.024
North Dakota,96.9,104.3,71.1,-0.112
VMI,96.6,104.1,72.6,-0.04
Bellarmine,95.8,103.3,69.9,-0.001
Campbell,96.4,104.0,70.0,0.0
Louisiana Monroe,94.8,102.7,69.3,0.095
Marist,91.0,98.9,68.6,0.0
Florida Gulf Coast,93.8,101.7,70.2,0.101
American,94.5,102.4,71.0,0.0
Bryant,96.2,104.2,76.5,-0.211
Fairleigh Dickinson,98.3,106.3,73.3,-0.0
Niagara,95.1,103.2,70.7,0.0
Mount St. Mary's,93.7,101.9,66.7,0.026
IUPUI,98.2,106.4,73.6,0.0
San Jose St.,96.1,104.3,74.6,0.0
Jacksonville St.,93.3,101.8,69.6,0.075
Stony Brook,91.3,99.7,73.7,0.143
Arkansas St.,95.9,104.4,71.0,-0.041
Southern,94.9,103.5,71.3,-0.118
Quinnipiac,93.3,101.9,71.1,0.056
Hartford,94.1,102.9,70.4,0.165
Dartmouth,92.6,101.4,70.1,0.0
Wagner,94.1,103.1,70.5,0.0
Northwestern St.,96.0,105.2,76.0,-0.136
Green Bay,97.6,106.8,74.3,-0.135
Cal Baptist,97.4,106.6,72.6,-0.248
James Madison,96.7,106.0,73.0,0.028
High Point,95.1,104.5,71.2,-0.171
William & Mary,98.2,107.6,71.3,0.0
Columbia,92.4,101.8,72.4,0.0
LIU,93.4,102.8,75.1,0.0
Samford,96.8,106.3,75.4,-0.197
Portland,92.5,102.0,74.3,0.005
Northern Illinois,92.9,102.6,69.0,-0.086
Lamar,91.7,101.4,73.0,-0.156
Seattle,93.7,103.4,71.4,-0.067
UMKC,93.2,103.0,69.0,0.0
Milwaukee,93.0,102.9,72.0,0.0
North Carolina Central,93.2,103.2,70.0,0.042
Charleston Southern,92.3,102.3,71.5,-0.113
Manhattan,90.5,100.5,69.9,0.0
St. Francis NY,93.4,103.5,72.7,0.0
Weber St.,92.9,103.1,71.4,0.0
Utah Valley,92.5,102.7,73.4,0.0
North Carolina A&T,91.2,101.5,74.1,-0.026
USC Upstate,95.7,106.0,73.8,-0.098
Tennessee St.,92.6,102.9,72.7,0.0
Oakland,94.8,105.3,72.1,-0.07
Lehigh,95.1,105.7,72.3,0.0
Rider,92.5,103.1,73.4,0.0
Jacksonville,90.7,101.4,72.8,0.168
Southern Miss,92.8,103.4,69.1,0.0
Albany,92.2,102.9,71.2,0.0
Fairfield,88.8,99.6,69.9,-0.185
Merrimack,90.4,101.4,68.2,0.0
Cal St. Northridge,96.2,107.2,72.8,-0.092
Troy,91.9,103.0,70.7,0.15
Radford,92.4,103.6,67.4,-0.038
Jackson St.,89.8,101.1,71.2,0.0
Portland St.,95.9,107.3,76.5,0.0
Prairie View A&M,91.0,102.7,70.6,0.064
North Florida,97.4,109.1,71.5,-0.09
Morehead St.,93.1,104.9,68.5,-0.001
Sam Houston St.,94.2,106.1,73.1,0.0
Denver,94.4,106.4,72.1,0.0
Northern Arizona,94.2,106.4,70.1,0.0
Tennessee Tech,89.7,101.9,70.7,-0.13
Texas A&M Corpus Chris,92.2,104.5,71.3,-0.147
New Orleans,92.3,104.7,72.8,-0.09
Idaho St.,93.5,106.1,69.4,-0.001
Florida A&M,89.9,102.5,71.0,0.0
Dixie St.,93.1,105.6,72.5,0.0
Howard,96.3,109.4,71.9,-0.0
Sacred Heart,94.2,107.4,72.4,0.0
Evansville,90.7,103.9,67.0,-0.217
The Citadel,95.0,108.6,76.8,0.0
Cal St. Fullerton,89.5,103.3,72.7,0.0
SIU Edwardsville,91.2,105.0,71.4,-0.12
Cal Poly,90.7,104.8,73.0,0.0
McNeese St.,95.7,109.8,72.8,-0.138
Longwood,88.9,103.1,72.0,0.0
Southeast Missouri St.,93.4,108.1,71.8,0.109
Coppin St.,87.5,102.1,76.2,-0.0
Grambling St.,87.3,102.3,72.9,-0.032
Southeastern Louisiana,90.1,105.1,74.7,0.013
Tarleton St.,90.9,106.1,71.6,-0.09
Tennessee Martin,95.4,110.7,72.1,0.0
Morgan St.,88.7,104.2,72.3,0.0
Hampton,92.5,108.3,74.5,0.158
Alabama A&M,87.1,104.7,72.2,0.0
Binghamton,89.5,107.1,71.1,-0.0
Alcorn St.,88.4,106.3,73.2,0.0
Central Connecticut,90.1,108.2,73.3,-0.0
Idaho,89.2,107.9,71.3,-0.0
Presbyterian,90.0,109.0,72.1,0.0
Incarnate Word,90.3,109.5,70.2,-0.0
Western Illinois,89.6,109.2,73.0,-0.165
Holy Cross,89.2,109.0,71.8,0.0
Maine,85.5,105.9,69.7,0.0
Bethune Cookman,87.9,108.6,75.8,0.0
Houston Baptist,91.9,112.6,75.6,-0.0
Alabama St.,84.0,105.7,72.5,0.0
Kennesaw St.,85.1,107.4,71.0,-0.0
Delaware St.,87.3,109.6,76.5,0.0
Arkansas Pine Bluff,83.3,106.2,71.7,-0.002
Maryland Eastern Shore,81.7,107.4,71.3,0.0
Chicago St.,86.7,113.1,71.4,-0.007
South Carolina St.,84.2,111.5,74.0,-0.008
Mississippi Valley St.,83.4,115.4,78.8,-0.003
