team,off,def,tempo,luck
Baylor,118.1,88.0,69.9,0.001
Gonzaga,118.5,88.7,76.3,0.059
Wisconsin,112.3,86.5,67.5,-0.034
Villanova,117.0,91.2,65.5,0.035
Iowa,119.3,95.2,75.2,-0.045
Texas,110.3,87.3,69.5,0.055
West Virginia,110.8,87.8,70.5,-0.032
Kansas,109.7,87.0,71.8,0.167
Tennessee,109.1,86.5,67.9,0.104
Texas Tech,107.5,85.1,67.1,-0.099
Illinois,113.8,91.7,73.4,-0.106
Houston,112.1,90.0,68.4,0.082
Duke,111.2,89.4,70.9,-0.027
Creighton,115.2,93.8,71.8,-0.077
Michigan,112.6,91.3,69.6,0.024
Indiana,108.3,87.4,69.7,-0.013
Rutgers,109.9,89.3,70.8,0.024
Virginia,107.3,86.7,61.9,-0.088
Oregon,110.8,90.6,70.7,0.037
Ohio St.,112.6,92.5,67.2,0.059
Clemson,106.1,86.1,68.7,0.014
North Carolina,109.2,89.4,71.8,-0.01
Florida,109.6,90.2,72.0,0.017
Florida St.,110.5,91.3,70.3,0.082
Colorado,108.8,89.9,70.0,-0.06
Purdue,110.5,91.9,69.2,0.022
Michigan St.,111.4,92.9,73.2,0.09
LSU,114.8,96.4,71.1,-0.056
UCLA,112.1,93.9,66.5,0.005
Saint Louis,110.0,91.7,70.6,0.019
Syracuse,108.9,90.7,73.2,0.059
Stanford,106.8,89.1,71.2,0.005
Louisville,109.2,91.6,68.7,0.182
USC,108.8,91.3,69.4,-0.054
Missouri,109.5,92.1,69.8,0.09
Arkansas,107.9,90.7,73.3,0.076
Virginia Tech,109.1,91.9,67.0,0.146
San Diego St.,107.8,90.8,67.3,0.042
Mississippi,105.0,88.0,69.6,-0.091
Oklahoma,111.4,94.6,71.5,0.096
N.C. State,108.1,91.3,72.6,-0.072
Marquette,111.0,94.3,69.2,-0.096
Arizona,108.0,91.5,70.2,0.01
Oklahoma St.,107.2,90.9,73.9,-0.054
Penn St.,109.1,92.8,70.8,-0.108
Connecticut,108.8,92.6,67.9,-0.05
SMU,109.5,93.4,70.8,0.045
Xavier,111.9,95.9,69.2,0.195
Maryland,109.9,94.0,68.0,-0.032
Kentucky,106.1,90.4,70.3,-0.309
Minnesota,108.5,92.9,75.1,0.174
Seton Hall,109.5,94.0,69.3,-0.077
Richmond,109.4,94.0,72.9,0.141
VCU,104.5,89.4,71.2,-0.08
Loyola Chicago,107.3,92.3,69.0,-0.141
Alabama,108.3,93.4,74.4,-0.048
Memphis,104.0,89.2,75.5,-0.101
Northwestern,106.3,92.5,71.3,-0.127
Arizona St.,108.9,95.1,75.7,0.063
Saint Mary's,106.2,92.6,64.7,0.086
TCU,105.9,92.5,67.2,0.055
Providence,108.9,95.6,67.9,0.144
Dayton,107.4,94.2,68.4,-0.009
Utah,107.2,94.3,69.4,0.077
Butler,106.6,94.3,68.5,0.08
South Carolina,105.4,93.2,73.2,-0.01
Auburn,106.3,94.4,71.1,0.088
Miami FL,103.9,92.0,70.4,0.008
BYU,105.7,94.0,71.4,0.095
Cincinnati,103.7,92.7,71.9,-0.064
Pittsburgh,103.3,92.2,72.6,0.06
San Francisco,106.7,95.7,71.0,-0.064
