home,away,predict_kp
Texas Tech,West Virginia,4
Kentucky,Arkansas,-1
Michigan St.,Penn St.,-1
N.C. State,Syracuse,1
Duke,Notre Dame,5
Dayton,VCU,-1
Butler,St. John's,-2
Georgetown,Creighton,-7
South Carolina,Alabama,-10
Vanderbilt,Auburn,-5
Bowling Green,Kent St.,-1
TCU,Iowa St.,5
Elon,James Madison,-3
Georgia St.,South Alabama,7
Florida A&M,North Carolina Central,3
Kansas St.,Texas,-15
St. Bonaventure,La Salle,13
Colorado St.,New Mexico,17
