home,away,predict_kp
West Virginia,Texas Tech,2
Virginia,Syracuse,7
Iowa St.,Oklahoma St.,-4
Arizona,Arizona St.,7
UNLV,Utah St.,-6
Bradley,Loyola Chicago,-7
Furman,UNC Greensboro,5
Indiana St.,Southern Illinois,5
UNC Asheville,Radford,2
Alabama A&M,Alcorn St.,4
Portland,Loyola Marymount,-9
Arkansas Pine Bluff,Prairie View A&M,-8
Alabama St.,Southern,-8
High Point,Presbyterian,9
Gardner Webb,Charleston Southern,13
