home,away,predict_kp
Louisville,Florida St.,1
Baylor,Kansas,10
Connecticut,St. John's,10
La Salle,Saint Joseph's,2
Towson,UNC Wilmington,-1
Samford,Western Carolina,-2
Air Force,Wyoming,-1
Idaho St.,Sacramento St.,1
East Tennessee St.,VMI,7
Prairie View A&M,Grambling St.,3
Alcorn St.,Arkansas Pine Bluff,3
UNLV,New Mexico,11
UNC Greensboro,The Citadel,14
Southern,Mississippi Valley St.,22
