home,away,predict_kp
Florida St.,Virginia,-1
Chattanooga,East Tennessee St.,-1
Washington St.,Washington,7
Jackson St.,Texas Southern,-1
Texas A&M Corpus Chris,Houston Baptist,1
Presbyterian,USC Upstate,1
SIU Edwardsville,Murray St.,-7
New Orleans,Stephen F. Austin,-8
Tennessee Tech,Eastern Kentucky,-8
Longwood,Hampton,7
